signal_a,signal_b,position,rho
saves,yellow_cards,MID,
starts,threat,MID,0.0067
starts,transfers_balance,MID,0.0438
starts,transfers_in,MID,0.0695
starts,transfers_out,MID,0.04
starts,was_home,MID,0.0048
starts,xa,MID,-0.0137
starts,xg,MID,0.0127
starts,xgc,MID,-0.0103
starts,xgi,MID,-0.0068
starts,yellow_cards,MID,0.026
threat,transfers_balance,MID,0.0759
threat,transfers_in,MID,0.2777
threat,transfers_out,MID,0.254
threat,was_home,MID,0.0864
threat,xa,MID,0.2741
threat,xg,MID,0.8184
threat,xgc,MID,-0.0965
threat,xgi,MID,0.7038
threat,yellow_cards,MID,-0.0708
transfers_balance,transfers_in,MID,0.3302
transfers_balance,transfers_out,MID,-0.1287
transfers_balance,was_home,MID,0.0454
transfers_balance,xa,MID,0.065
transfers_balance,xg,MID,0.0566
transfers_balance,xgc,MID,-0.0619
transfers_balance,xgi,MID,0.0767
transfers_balance,yellow_cards,MID,0.0372
transfers_in,transfers_out,MID,0.8495
transfers_in,was_home,MID,0.0151
transfers_in,xa,MID,0.2782
transfers_in,xg,MID,0.2425
transfers_in,xgc,MID,-0.0653
transfers_in,xgi,MID,0.3219
transfers_in,yellow_cards,MID,0.0004
transfers_out,was_home,MID,-0.0045
transfers_out,xa,MID,0.2469
transfers_out,xg,MID,0.2265
transfers_out,xgc,MID,-0.0422
transfers_out,xgi,MID,0.2941
transfers_out,yellow_cards,MID,-0.0117
was_home,xa,MID,0.0878
was_home,xg,MID,0.0759
was_home,xgc,MID,-0.1695
was_home,xgi,MID,0.0964
was_home,yellow_cards,MID,-0.0242
xa,xg,MID,0.1784
xa,xgc,MID,-0.0694
xa,xgi,MID,0.6812
xa,yellow_cards,MID,-0.0465
xg,xgc,MID,-0.0808
xg,xgi,MID,0.7602
xg,yellow_cards,MID,-0.0378
xgc,xgi,MID,-0.0808
xgc,yellow_cards,MID,0.0385
xgi,yellow_cards,MID,-0.0548
